tick,population,average_speed
442,70,0.07374961072830116
443,71,0.07431753068338491
444,73,0.07544467393376951
445,74,0.07461078533292176
446,74,0.07461078533292176
447,71,0.06700262536449289
448,72,0.06894758498198156
449,71,0.06735764324696292
450,72,0.06775097682446632
451,72,0.06775097682446632
452,72,0.06775097682446632
453,74,0.07040513601075092
454,73,0.06922468286763407
455,73,0.06922468286763407
456,74,0.0686646515380535
457,74,0.0686646515380535
458,72,0.06853432327051616
459,73,0.07235511055230871
460,73,0.07166207199798369
461,72,0.07104773755519182
462,73,0.07120941579870822
463,73,0.07120941579870822
464,75,0.07822914296388586
465,74,0.0760584120964167
466,74,0.0760584120964167
467,74,0.0760584120964167
468,74,0.0760584120964167
469,73,0.0753860194299005
470,73,0.0753860194299005
471,74,0.07436728943760455
472,74,0.07436728943760455
473,72,0.07049124673319469
474,72,0.07039225867636922
475,71,0.06685315603444364
476,71,0.06685315603444364
477,71,0.06685315603444364
478,69,0.06012929061912301
479,69,0.06012929061912301
480,68,0.056818849750414936
481,68,0.056818849750414936
482,67,0.052481044599803614
483,68,0.051709264532159446
484,70,0.05043128760312951
485,71,0.0551720407447842
486,71,0.0551720407447842
